row_index,point_id,service_name,native_topic,native_class,reason
8271,6926,SourceHut,Right to Leave The Service,good,empty_point_quote_text
8322,8876,Standard Notes,Transparency,good,empty_point_quote_text
8444,7357,Отзовик,Content,neutral,empty_point_quote_text
8445,7354,Отзовик,Suspension and Censorship,neutral,empty_point_quote_text
8446,7359,Отзовик,Copyright License,bad,empty_point_quote_text
8447,7353,Отзовик,Anonymity,neutral,empty_point_quote_text
8448,7356,Отзовик,Law and Government Requests,neutral,empty_point_quote_text
8449,7352,Отзовик,Notice of Changing Terms,bad,empty_point_quote_text
8450,7360,Отзовик,Content,neutral,empty_point_quote_text
8451,7355,Отзовик,Security,neutral,empty_point_quote_text
8452,7358,Отзовик,Content,neutral,empty_point_quote_text
8537,28781,Create A Forum,Personal Data,good,empty_point_quote_text
8538,28782,Create A Forum,Trackers,bad,empty_point_quote_text
8539,28953,Create A Forum,Trackers,bad,empty_point_quote_text
8540,28954,Create A Forum,Personal Data,good,empty_point_quote_text
8562,6210,PrivacyTools,Third Parties,neutral,empty_point_quote_text
8629,32944,Miraheze,Transparency,good,empty_point_quote_text
8641,8802,DeepL,Transparency,neutral,empty_point_quote_text
8710,7949,Social Blade,Content,neutral,empty_point_quote_text
8844,8638,Flight Rising,Governance,neutral,empty_point_quote_text
8914,21315,zmudzinski.me Personal Blog (DEPRECATED),Personal Data,good,empty_point_quote_text
8915,21318,zmudzinski.me Personal Blog (DEPRECATED),Third Parties,neutral,empty_point_quote_text
8916,21317,zmudzinski.me Personal Blog (DEPRECATED),Third Parties,good,empty_point_quote_text
8917,21311,zmudzinski.me Personal Blog (DEPRECATED),Governance,neutral,empty_point_quote_text
8918,21313,zmudzinski.me Personal Blog (DEPRECATED),Trackers,good,empty_point_quote_text
8919,21312,zmudzinski.me Personal Blog (DEPRECATED),Right to Leave The Service,good,empty_point_quote_text
8920,21314,zmudzinski.me Personal Blog (DEPRECATED),Right to Leave The Service,good,empty_point_quote_text
9245,9342,Internet Archive,Transparency,good,empty_point_quote_text
9249,9340,Internet Archive,Anonymity,good,empty_point_quote_text
9484,8792,Mozilla.org,Transparency,neutral,empty_point_quote_text
9485,9125,Mozilla.org,Changes,neutral,empty_point_quote_text
9486,9127,Mozilla.org,Transparency,good,empty_point_quote_text
9489,9124,Mozilla.org,User Involvement in Changing Terms,good,empty_point_quote_text
9490,9126,Mozilla.org,Transparency,good,empty_point_quote_text
9499,9123,Mozilla.org,Transparency,good,empty_point_quote_text
9500,6434,Free Steam Keys,Transparency,good,empty_point_quote_text
9575,28843,Wolt,Anonymity,neutral,empty_point_quote_text
9576,30726,Wolt,Changes,neutral,empty_point_quote_text
9580,28842,Wolt,Transparency,neutral,empty_point_quote_text
9581,28840,Wolt,Guarantee,neutral,empty_point_quote_text
9582,28841,Wolt,Governance,neutral,empty_point_quote_text
9583,28844,Wolt,Security,neutral,empty_point_quote_text
9584,28845,Wolt,Security,neutral,empty_point_quote_text
9585,28839,Wolt,Third Parties,neutral,empty_point_quote_text
9586,28838,Wolt,Third Parties,neutral,empty_point_quote_text
9587,30727,Wolt,Governance,neutral,empty_point_quote_text
9588,30728,Wolt,Suspension and Censorship,neutral,empty_point_quote_text
9589,30730,Wolt,Right to Leave The Service,good,empty_point_quote_text
9590,30734,Wolt,Guarantee,neutral,empty_point_quote_text
9591,30736,Wolt,Anonymity,bad,empty_point_quote_text
9592,30729,Wolt,Jurisdiction and governing laws,bad,empty_point_quote_text
9594,30733,Wolt,Jurisdiction and governing laws,neutral,empty_point_quote_text
9595,30732,Wolt,Guarantee,neutral,empty_point_quote_text
9596,30731,Wolt,Suspension and Censorship,neutral,empty_point_quote_text
9597,30735,Wolt,Ownership,good,empty_point_quote_text
9620,30796,Wolt,Payments,good,empty_point_quote_text
9625,30797,Wolt,Content,neutral,empty_point_quote_text
9626,30795,Wolt,Notice of Changing Terms,neutral,empty_point_quote_text
9627,30794,Wolt,Guarantee,neutral,empty_point_quote_text
9628,30803,Wolt,Transparency,good,empty_point_quote_text
9633,31054,Wolt,Copyright License,good,empty_point_quote_text
9634,31055,Wolt,Anonymity,bad,empty_point_quote_text
9715,11626,Proton AG,Security,good,empty_point_quote_text
9735,16744,Proton AG,Anonymity,good,empty_point_quote_text
9844,797,500px,Transparency,good,empty_point_quote_text
9846,11117,Avast,Notice of Changing Terms,neutral,empty_point_quote_text
9847,11105,Avast,Third Parties,bad,empty_point_quote_text
9848,11106,Avast,User Choice,good,empty_point_quote_text
9849,11107,Avast,Third Parties,neutral,empty_point_quote_text
9850,11113,Avast,Governance,neutral,empty_point_quote_text
9851,11109,Avast,Trackers,neutral,empty_point_quote_text
9852,11110,Avast,Trackers,bad,empty_point_quote_text
9853,11111,Avast,Trackers,bad,empty_point_quote_text
9854,11112,Avast,Personal Data,bad,empty_point_quote_text
9855,11108,Avast,Advertising,bad,empty_point_quote_text
9856,11114,Avast,User Choice,good,empty_point_quote_text
9905,4243,Visible,Transparency,good,empty_point_quote_text
9970,21027,GoDaddy,Advertising,good,empty_point_quote_text
10048,9201,bol-d-air.net,Personal Data,good,empty_point_quote_text
10175,33367,Course Hero,Trackers,bad,empty_point_quote_text
10176,33365,Course Hero,User Choice,good,empty_point_quote_text
10177,33368,Course Hero,Trackers,bad,empty_point_quote_text
10178,33366,Course Hero,Right to Leave The Service,bad,empty_point_quote_text
10179,33364,Course Hero,Personal Data,neutral,empty_point_quote_text
10183,9121,CockFile,Transparency,good,empty_point_quote_text
10184,9120,CockFile,Logs,good,empty_point_quote_text
10205,9250,Cracker's Creed,Transparency,good,empty_point_quote_text
10538,9252,SoloLearn,Notice of Changing Terms,neutral,empty_point_quote_text
10539,9251,SoloLearn,Notice of Changing Terms,neutral,empty_point_quote_text
10581,9295,Timac,Logs,good,empty_point_quote_text
10582,9291,Timac,Transparency,good,empty_point_quote_text
10583,9290,Timac,Guarantee,neutral,empty_point_quote_text
10607,10623,Ruqqus,Law and Government Requests,good,empty_point_quote_text
10613,10186,Deleted Service 2317 by user 1764,Transparency,good,empty_point_quote_text
10682,17182,Genshin Impact,Guarantee,neutral,empty_point_quote_text
10683,17180,Genshin Impact,Ownership,neutral,empty_point_quote_text
10684,9784,nikitin.photo,Personal Data,good,empty_point_quote_text
10865,34194,Neurohr Bytes Software,Security,good,empty_point_quote_text
10866,34196,Neurohr Bytes Software,Third Parties,good,empty_point_quote_text
10867,34193,Neurohr Bytes Software,Trackers,good,empty_point_quote_text
10868,34192,Neurohr Bytes Software,Logs,good,empty_point_quote_text
10982,22327,Mullvad,Anonymity,good,empty_point_quote_text
10989,4473,Mullvad,Transparency,good,empty_point_quote_text
10995,25394,Mojeek,Right to Leave The Service,good,empty_point_quote_text
11208,11157,DeviantArt,Trackers,good,empty_point_quote_text
11376,4943,Do C's Get Degrees (discontinued?),Transparency,good,empty_point_quote_text
11452,21798,LBRY,Guarantee,neutral,empty_point_quote_text
11532,15308,Incog.host,Transparency,good,empty_point_quote_text
11739,29046,The Guardian,Anonymity,good,empty_point_quote_text
11785,5583,Wattpad,Transparency,good,empty_point_quote_text
11792,23278,Wattpad,Jurisdiction and governing laws,good,empty_point_quote_text
11875,5162,Brainly,Guarantee,neutral,empty_point_quote_text
11879,5251,Brainly,Copyright License,bad,empty_point_quote_text
11880,5249,Brainly,Anonymity,good,empty_point_quote_text
11883,5250,Brainly,Copyright License,bad,empty_point_quote_text
11884,5184,Brainly,Content,neutral,empty_point_quote_text
11979,16865,Authy (Twilio),Transparency,good,empty_point_quote_text
11993,16866,Authy (Twilio),Transparency,good,empty_point_quote_text
11995,16872,Authy (Twilio),Third Parties,neutral,empty_point_quote_text
11996,16877,Authy (Twilio),User Choice,good,empty_point_quote_text
11997,16868,Authy (Twilio),User Choice,good,empty_point_quote_text
11998,16870,Authy (Twilio),Personal Data,good,empty_point_quote_text
12009,16876,Authy (Twilio),Personal Data,good,empty_point_quote_text
12016,16867,Authy (Twilio),Transparency,good,empty_point_quote_text
12017,16869,Authy (Twilio),Right to Leave The Service,bad,empty_point_quote_text
12018,16875,Authy (Twilio),Security,good,empty_point_quote_text
12019,16871,Authy (Twilio),Third Parties,bad,empty_point_quote_text
12020,16874,Authy (Twilio),Business Transfers,bad,empty_point_quote_text
12035,16873,Authy (Twilio),Third Parties,good,empty_point_quote_text
12038,17748,NewPipe,User Choice,good,empty_point_quote_text
12040,17746,NewPipe,Third Parties,good,empty_point_quote_text
12135,16978,Lucidia Learning,Content,neutral,empty_point_quote_text
12282,24495,EBSCO,Trackers,neutral,empty_point_quote_text
12283,24494,EBSCO,Trackers,neutral,empty_point_quote_text
12284,24493,EBSCO,Trackers,bad,empty_point_quote_text
12285,24492,EBSCO,Trackers,bad,empty_point_quote_text
12286,24490,EBSCO,Trackers,bad,empty_point_quote_text
12287,24500,EBSCO,Types of Information Collected,neutral,empty_point_quote_text
12288,24499,EBSCO,Personal Data,bad,empty_point_quote_text
12289,24497,EBSCO,Personal Data,good,empty_point_quote_text
12290,24491,EBSCO,Trackers,good,empty_point_quote_text
12291,24501,EBSCO,User Choice,good,empty_point_quote_text
12292,24498,EBSCO,Personal Data,good,empty_point_quote_text
12387,16742,Metager,Anonymity,good,empty_point_quote_text
12402,24994,Windscribe,Transparency,good,empty_point_quote_text
12614,33460,AppValley,Transparency,good,empty_point_quote_text
12798,26622,Danbooru,Changes,neutral,empty_point_quote_text
12799,26617,Danbooru,Suspension and Censorship,blocker,empty_point_quote_text
12800,26618,Danbooru,Personal Data,blocker,empty_point_quote_text
12801,26620,Danbooru,Types of Information Collected,neutral,empty_point_quote_text
12802,26621,Danbooru,Notice of Changing Terms,bad,empty_point_quote_text
12803,26624,Danbooru,Copyright License,neutral,empty_point_quote_text
12804,26619,Danbooru,Copyright License,bad,empty_point_quote_text
12805,26623,Danbooru,Law and Government Requests,bad,empty_point_quote_text
12979,16031,ToSBack,Trackers,good,empty_point_quote_text
12980,16032,ToSBack,Trackers,good,empty_point_quote_text
12981,19399,ToSBack,Anonymity,good,empty_point_quote_text
12982,16033,ToSBack,Logs,good,empty_point_quote_text
12983,16030,ToSBack,Right to Leave The Service,good,empty_point_quote_text
13149,15139,Alan Thomson Simulation,Notice of Changing Terms,bad,empty_point_quote_text
13156,15166,Alan Thomson Simulation,Transparency,neutral,empty_point_quote_text
13164,26471,Alan Thomson Simulation,Suspension and Censorship,blocker,empty_point_quote_text
13303,19347,IVPN,Transparency,good,empty_point_quote_text
13398,24267,Poki,Guarantee,neutral,empty_point_quote_text
13499,26743,GNOME,Transparency,good,empty_point_quote_text
13512,29173,AdGuard Software Limited,Trackers,good,empty_point_quote_text
13809,20834,BlueMail,Transparency,neutral,empty_point_quote_text
13856,25030,The Church Factory,Transparency,good,empty_point_quote_text
13889,18052,Le Bon Coin,Advertising,good,empty_point_quote_text
13890,18026,Le Bon Coin,Changes,neutral,empty_point_quote_text
13891,18033,Le Bon Coin,Suspension and Censorship,neutral,empty_point_quote_text
13892,18032,Le Bon Coin,Suspension and Censorship,neutral,empty_point_quote_text
13893,18042,Le Bon Coin,Jurisdiction and governing laws,neutral,empty_point_quote_text
13894,18037,Le Bon Coin,Copyright License,good,empty_point_quote_text
13895,18040,Le Bon Coin,Suspension and Censorship,neutral,empty_point_quote_text
13896,18030,Le Bon Coin,Content,neutral,empty_point_quote_text
13897,18036,Le Bon Coin,Governance,neutral,empty_point_quote_text
13898,18041,Le Bon Coin,Notice of Changing Terms,bad,empty_point_quote_text
13899,18044,Le Bon Coin,Anonymity,good,empty_point_quote_text
13900,18046,Le Bon Coin,Third Parties,bad,empty_point_quote_text
13901,18029,Le Bon Coin,Content,neutral,empty_point_quote_text
13902,18038,Le Bon Coin,Copyright License,bad,empty_point_quote_text
13903,18039,Le Bon Coin,Copyright License,neutral,empty_point_quote_text
13904,18043,Le Bon Coin,Dispute Resolution,bad,empty_point_quote_text
13905,18055,Le Bon Coin,Personal Data,good,empty_point_quote_text
13906,18054,Le Bon Coin,Advertising,bad,empty_point_quote_text
13907,18053,Le Bon Coin,Third Parties,bad,empty_point_quote_text
13908,18051,Le Bon Coin,Trackers,bad,empty_point_quote_text
13909,18049,Le Bon Coin,Third Parties,bad,empty_point_quote_text
13910,18048,Le Bon Coin,Trackers,bad,empty_point_quote_text
13911,18047,Le Bon Coin,Trackers,bad,empty_point_quote_text
13912,18045,Le Bon Coin,Personal Data,bad,empty_point_quote_text
13913,18034,Le Bon Coin,Governance,neutral,empty_point_quote_text
13914,18028,Le Bon Coin,Content,neutral,empty_point_quote_text
13915,18035,Le Bon Coin,Guarantee,neutral,empty_point_quote_text
13916,18031,Le Bon Coin,Governance,bad,empty_point_quote_text
13917,18050,Le Bon Coin,Advertising,bad,empty_point_quote_text
13918,18056,Le Bon Coin,Law and Government Requests,bad,empty_point_quote_text
13951,33986,SolarWinds,Governance,neutral,empty_point_quote_text
13952,33983,SolarWinds,Changes,neutral,empty_point_quote_text
13953,33984,SolarWinds,Jurisdiction and governing laws,neutral,empty_point_quote_text
13954,33985,SolarWinds,Governance,neutral,empty_point_quote_text
13994,20348,ShareX,Transparency,good,empty_point_quote_text
13995,20347,ShareX,Transparency,good,empty_point_quote_text
14021,9112,Anonfiles,Transparency,good,empty_point_quote_text
14044,25870,Scranton Pocono Amateur Radio Klub (SPARK) and N3UVR's Backyard Weather Station,Personal Data,good,empty_point_quote_text
14045,25873,Scranton Pocono Amateur Radio Klub (SPARK) and N3UVR's Backyard Weather Station,Guarantee,neutral,empty_point_quote_text
14046,25872,Scranton Pocono Amateur Radio Klub (SPARK) and N3UVR's Backyard Weather Station,Trackers,bad,empty_point_quote_text
14047,25871,Scranton Pocono Amateur Radio Klub (SPARK) and N3UVR's Backyard Weather Station,Notice of Changing Terms,neutral,empty_point_quote_text
14093,23768,Wickr Me,Transparency,neutral,empty_point_quote_text
14104,20191,SchildiChat,Transparency,good,empty_point_quote_text
14107,19525,Mozilla Thunderbird,Transparency,good,empty_point_quote_text
14176,5010,Netsyms Technologies,Content,neutral,empty_point_quote_text
14178,5011,Netsyms Technologies,User Choice,good,empty_point_quote_text
14180,5009,Netsyms Technologies,Transparency,good,empty_point_quote_text
14217,28381,Open Source Initiative,Copyright License,good,empty_point_quote_text
14255,24583,Yleisradio,Trackers,neutral,empty_point_quote_text
14256,24581,Yleisradio,Personal Data,bad,empty_point_quote_text
14257,24582,Yleisradio,Trackers,bad,empty_point_quote_text
14258,24585,Yleisradio,Trackers,good,empty_point_quote_text
14259,24584,Yleisradio,Anonymity,good,empty_point_quote_text
14264,31260,Yleisradio,Personal Data,good,empty_point_quote_text
14266,31257,Yleisradio,Personal Data,bad,empty_point_quote_text
14286,32216,Yleisradio,Personal Data,neutral,empty_point_quote_text
14377,20524,Signal Stickers,Guarantee,neutral,empty_point_quote_text
14378,20532,Signal Stickers,Personal Data,good,empty_point_quote_text
14379,20530,Signal Stickers,Transparency,good,empty_point_quote_text
14380,20531,Signal Stickers,Logs,good,empty_point_quote_text
14381,20529,Signal Stickers,Third Parties,good,empty_point_quote_text
14382,20526,Signal Stickers,Personal Data,good,empty_point_quote_text
14383,20525,Signal Stickers,Types of Information Collected,good,empty_point_quote_text
14384,20527,Signal Stickers,Third Parties,neutral,empty_point_quote_text
14385,20528,Signal Stickers,Trackers,good,empty_point_quote_text
14386,20523,Signal Stickers,Guarantee,neutral,empty_point_quote_text
14388,19804,Однокла́ссники (Ok.ru),Third Parties,bad,empty_point_quote_text
14389,19779,Однокла́ссники (Ok.ru),Anonymity,bad,empty_point_quote_text
14390,19773,Однокла́ссники (Ok.ru),Content,neutral,empty_point_quote_text
14391,19778,Однокла́ссники (Ok.ru),Governance,neutral,empty_point_quote_text
14392,19777,Однокла́ссники (Ok.ru),Suspension and Censorship,neutral,empty_point_quote_text
14393,19771,Однокла́ссники (Ok.ru),Guarantee,neutral,empty_point_quote_text
14394,19774,Однокла́ссники (Ok.ru),Suspension and Censorship,blocker,empty_point_quote_text
14395,19776,Однокла́ссники (Ok.ru),Suspension and Censorship,bad,empty_point_quote_text
14396,19775,Однокла́ссники (Ok.ru),Guarantee,bad,empty_point_quote_text
14397,19772,Однокла́ссники (Ok.ru),Guarantee,neutral,empty_point_quote_text
14398,19780,Однокла́ссники (Ok.ru),Content,neutral,empty_point_quote_text
14399,19793,Однокла́ссники (Ok.ru),Transparency,good,empty_point_quote_text
14400,19796,Однокла́ссники (Ok.ru),Types of Information Collected,neutral,empty_point_quote_text
14401,19790,Однокла́ссники (Ok.ru),Jurisdiction and governing laws,bad,empty_point_quote_text
14402,19792,Однокла́ссники (Ok.ru),Changes,neutral,empty_point_quote_text
14403,19798,Однокла́ссники (Ok.ru),Personal Data,bad,empty_point_quote_text
14404,19791,Однокла́ссники (Ok.ru),Dispute Resolution,good,empty_point_quote_text
14405,19785,Однокла́ссники (Ok.ru),Governance,neutral,empty_point_quote_text
14406,19787,Однокла́ссники (Ok.ru),Right to Leave The Service,good,empty_point_quote_text
14407,19788,Однокла́ссники (Ok.ru),Notice of Changing Terms,bad,empty_point_quote_text
14408,19797,Однокла́ссники (Ok.ru),Personal Data,bad,empty_point_quote_text
14409,19786,Однокла́ссники (Ok.ru),Suspension and Censorship,neutral,empty_point_quote_text
14410,19795,Однокла́ссники (Ok.ru),Advertising,bad,empty_point_quote_text
14411,19812,Однокла́ссники (Ok.ru),Trackers,bad,empty_point_quote_text
14412,19808,Однокла́ссники (Ok.ru),User Choice,good,empty_point_quote_text
14413,19813,Однокла́ссники (Ok.ru),Trackers,good,empty_point_quote_text
14414,19807,Однокла́ссники (Ok.ru),Third Parties,bad,empty_point_quote_text
14415,19811,Однокла́ссники (Ok.ru),Personal Data,good,empty_point_quote_text
14416,19810,Однокла́ссники (Ok.ru),User Choice,good,empty_point_quote_text
14417,19770,Однокла́ссники (Ok.ru),Guarantee,neutral,empty_point_quote_text
14418,19784,Однокла́ссники (Ok.ru),Content,good,empty_point_quote_text
14419,19806,Однокла́ссники (Ok.ru),User Choice,good,empty_point_quote_text
14420,19782,Однокла́ссники (Ok.ru),Content,good,empty_point_quote_text
14421,19805,Однокла́ссники (Ok.ru),Right to Leave The Service,bad,empty_point_quote_text
14422,19789,Однокла́ссники (Ok.ru),Jurisdiction and governing laws,neutral,empty_point_quote_text
14423,19794,Однокла́ссники (Ok.ru),Personal Data,bad,empty_point_quote_text
14424,19809,Однокла́ссники (Ok.ru),User Choice,good,empty_point_quote_text
14425,19781,Однокла́ссники (Ok.ru),Content,neutral,empty_point_quote_text
14426,19783,Однокла́ссники (Ok.ru),Anonymity,neutral,empty_point_quote_text
